Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,2d-high-strong,2,high,strong,2,1,17843.137545,91.90226275286192
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,2d-high-weak,2,high,weak,2,1,16461.3703872,109.55171437957073
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,2d-low-ind,2,low,ind,2,1,13589.8870716,127.48478173521825
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,2d-low-strong,2,low,strong,2,1,14349.9172938,114.22004821339615
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,2d-low-weak,2,low,weak,2,1,13686.753314900001,125.58796825925266
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,3d-high-ind,3,high,ind,2,1,23189.9245114,136.94889481529415
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,3d-high-strong,3,high,strong,2,1,25368.6765699,125.10615773100761
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,3d-high-weak,3,high,weak,2,1,23550.7531498,135.49999622439788
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,3d-low-ind,3,low,ind,2,1,20067.586281,154.08031674853942
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,3d-low-strong,3,low,strong,2,1,21044.399608800002,147.31641704943075
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,no noise,3d-low-weak,3,low,weak,2,1,20190.519885100002,152.89022565777645
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-high-ind,2,high,ind,2,1,16331.931977299999,112.44588905200183
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-high-strong,2,high,strong,2,1,17964.7886783,90.55215012266068
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-high-weak,2,high,weak,2,1,16582.4147433,107.17770483670581
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-low-ind,2,low,ind,2,1,13706.046448300001,123.65059202410244
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-low-strong,2,low,strong,2,1,14464.7654722,111.02938534609244
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-low-weak,2,low,weak,2,1,13802.5056556,121.61743683696928
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-high-ind,3,high,ind,2,1,23389.997301500003,138.88908283299133
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-high-strong,3,high,strong,2,1,25564.337098300002,124.230414363417
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-high-weak,3,high,weak,2,1,23750.1822148,136.28967751837845
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-low-ind,3,low,ind,2,1,20248.246504299997,156.09598554806055
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-low-strong,3,low,strong,2,1,21218.3867736,148.50412627044565
"(2,1)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-low-weak,3,low,weak,2,1,20370.5235658,154.85014634162752
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-high-ind,2,high,ind,2,1,0.3110822,0.007673977354960367
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-high-strong,2,high,strong,2,1,0.3350392,0.008481490206397243
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-high-weak,2,high,weak,2,1,0.313694,0.007386039520472377
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-low-ind,2,low,ind,2,1,0.0035025,0.0016979455054252888
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-low-strong,2,low,strong,2,1,0.0039095,0.0019184281102354117
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-low-weak,2,low,weak,2,1,0.0035521999999999997,0.0017274589150050145
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-high-ind,3,high,ind,2,1,0.3467083,0.007262091144283372
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-high-strong,3,high,strong,2,1,0.3658983,0.008990198934327755
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-high-weak,3,high,weak,2,1,0.3482149,0.007703207844853348
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-low-ind,3,low,ind,2,1,0.0038361000000000003,0.0020678368607867214
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-low-strong,3,low,strong,2,1,0.004389199999999999,0.002360512562041464
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-low-weak,3,low,weak,2,1,0.0039129,0.002095995843449499
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-high-ind,2,high,ind,2,1,0.3041135,0.007979652960100218
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-high-strong,2,high,strong,2,1,0.3287431,0.00824514325300818
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-high-weak,2,high,weak,2,1,0.3064717,0.0077584332812622725
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-low-ind,2,low,ind,2,1,0.0035632000000000003,0.0016351621672272484
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-low-strong,2,low,strong,2,1,0.003965,0.0018395171193341016
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-low-weak,2,low,weak,2,1,0.0036141000000000003,0.0016793337393385531
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-high-ind,3,high,ind,2,1,0.3417371,0.007935339101548556
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-high-strong,3,high,strong,2,1,0.36169490000000004,0.009103224369930312
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-high-weak,3,high,weak,2,1,0.343103,0.007475329863334223
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-low-ind,3,low,ind,2,1,0.003961,0.0021686808819364753
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-low-strong,3,low,strong,2,1,0.0044997,0.0024679887754930317
"(2,1)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-low-weak,3,low,weak,2,1,0.0040125,0.002197673873563922
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-high-ind,2,high,ind,2,1,0.3123915,0.015258243036324847
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-high-strong,2,high,strong,2,1,0.3361027,0.015706581060051215
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-high-weak,2,high,weak,2,1,0.3153248,0.015425428139696142
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-low-ind,2,low,ind,2,1,0.0034947,0.002791376133231012
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-low-strong,2,low,strong,2,1,0.0038188,0.0029081030229204724
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-low-weak,2,low,weak,2,1,0.0035397000000000002,0.00281474740241357
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-high-ind,3,high,ind,2,1,0.3480745,0.014676920202009742
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-high-strong,3,high,strong,2,1,0.3668381,0.014754574753327022
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-high-weak,3,high,weak,2,1,0.34962780000000004,0.015054851936445025
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-low-ind,3,low,ind,2,1,0.0035028999999999998,0.00232381491248222
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-low-strong,3,low,strong,2,1,0.0039722,0.0025732786067347605
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-low-weak,3,low,weak,2,1,0.0035275000000000003,0.0023440987046994704
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-high-ind,2,high,ind,2,1,0.3048713,0.015462287954826725
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-high-strong,2,high,strong,2,1,0.33011809999999997,0.01551776373396085
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-high-weak,2,high,weak,2,1,0.3079318,0.015328124832108032
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-low-ind,2,low,ind,2,1,0.0035436,0.0026949318388711824
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-low-strong,2,low,strong,2,1,0.0038747,0.0028037934098018857
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-low-weak,2,low,weak,2,1,0.0035645,0.0027180211811930646
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-high-ind,3,high,ind,2,1,0.3434019,0.014157239622443096
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-high-strong,3,high,strong,2,1,0.36247070000000003,0.014089330532661435
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-high-weak,3,high,weak,2,1,0.34355789999999997,0.01454655273786734
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-low-ind,3,low,ind,2,1,0.0036133,0.0023053920348486143
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-low-strong,3,low,strong,2,1,0.0041855,0.0026044470030928235
"(2,1)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-low-weak,3,low,weak,2,1,0.0036509000000000003,0.0023252318641852083
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-high-ind,2,high,ind,2,1,-4.0432274,0.013236412863572593
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-high-strong,2,high,strong,2,1,-4.4520398,0.012762391243909923
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-high-weak,2,high,weak,2,1,-4.106586500000001,0.013143930071606124
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-low-ind,2,low,ind,2,1,-3.3880429,0.015142558147903096
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-low-strong,2,low,strong,2,1,-3.5790811000000002,0.014435568718700546
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-low-weak,2,low,weak,2,1,-3.4123867000000003,0.014937513961279968
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-high-ind,3,high,ind,2,1,-5.785531499999999,0.016730436026788396
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-high-strong,3,high,strong,2,1,-6.3283335,0.015844762342391478
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-high-weak,3,high,weak,2,1,-5.8748165,0.016819598199298808
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-low-ind,3,low,ind,2,1,-5.0063172,0.019378921125800586
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-low-strong,3,low,strong,2,1,-5.2499033,0.018402610983776213
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-low-weak,3,low,weak,2,1,-5.0367368,0.019370141443870635
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-ind,2,high,ind,2,1,-4.0717518,0.013987985492608055
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-strong,2,high,strong,2,1,-4.4810968,0.013141381081426443
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,2,1,-4.1352591,0.013803867346771755
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,2,1,-3.4156199,0.015696391690803047
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,2,1,-3.6064682,0.014884695982956827
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,2,1,-3.4399592,0.015487961155932617
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,2,1,-5.8354228,0.01761770993040577
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,2,1,-6.377374700000001,0.01645334963010596
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,2,1,-5.924692199999999,0.01783314169140869
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,2,1,-5.0514199,0.020365047026558697
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,2,1,-5.293571000000001,0.019550036115598732
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,2,1,-5.0817407,0.02044028174186627
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,2,1,-4.0453309,0.028868535109766693
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,2,1,-4.4532842,0.022975349424365934
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,2,1,-4.107842600000001,0.02738790574415093
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,2,1,-3.3899716,0.031871392090364936
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,2,1,-3.5799797,0.028555842489990223
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,2,1,-3.4141887000000004,0.03139727253338023
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,2,1,-5.7849807,0.03423719644943453
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,2,1,-6.329668900000001,0.03127674735391133
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,2,1,-5.8751889,0.03387536206955472
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,2,1,-5.0043961999999995,0.03852045710680483
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,2,1,-5.248599799999999,0.03682926899227102
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,2,1,-5.0351306,0.0382223206463967
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,2,1,-4.0754826,0.028111298624279676
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,2,1,-4.4836972,0.022638007866453536
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,2,1,-4.138103500000001,0.026794120581337802
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,2,1,-3.4190118000000003,0.030912034836570918
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,2,1,-3.6086914,0.027757262004380046
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,2,1,-3.4431259,0.030404278908559883
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,2,1,-5.8349993,0.0347220937801097
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,2,1,-6.378584,0.03105802344325904
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,2,1,-5.9250454,0.034072442296976695
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,2,1,-5.0495614,0.03902387448522209
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,2,1,-5.292096900000001,0.03712622908743255
"(2,1)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,2,1,-5.0801308,0.038712792620590776
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-ind,2,high,ind,2,1,64826.4463899,211.77919852173451
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-strong,2,high,strong,2,1,71367.4440539,204.20181328708958
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-weak,2,high,weak,2,1,65840.1950637,210.30812841307755
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-ind,2,low,ind,2,1,54343.4901314,242.2888609360656
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-strong,2,low,strong,2,1,57400.11155930001,230.9674911323595
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-weak,2,low,weak,2,1,54732.997145400004,238.9982115814592
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-ind,3,high,ind,2,1,92793.1765271,267.6906716841142
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-strong,3,high,strong,2,1,101478.0234038,253.51659539615687
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-weak,3,high,weak,2,1,94221.7355023,269.1140460047971
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-ind,3,low,ind,2,1,80325.7502717,310.05749359740014
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-strong,3,low,strong,2,1,84223.12918619999,294.44344799055546
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-weak,3,low,weak,2,1,80812.4648869,309.91343162378854
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-ind,2,high,ind,2,1,65282.8428385,223.81848972121486
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-strong,2,high,strong,2,1,71832.345915,210.26081278926685
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-weak,2,high,weak,2,1,66298.9535615,220.85885656530706
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-ind,2,low,ind,2,1,54784.721745999996,251.1347103341171
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-strong,2,low,strong,2,1,57838.297960799995,238.15410210029958
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-weak,2,low,weak,2,1,55174.1528042,247.810845426666
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-ind,3,high,ind,2,1,93591.4452948,281.88110865230993
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-strong,3,high,strong,2,1,102262.67758029999,263.2500876323142
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-weak,3,high,weak,2,1,95019.7514373,285.3261110463064
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-ind,3,low,ind,2,1,81047.3967355,325.83936505288926
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-strong,3,low,strong,2,1,84921.8174231,312.80070934558194
"(2,1)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-weak,3,low,weak,2,1,81532.52710780001,327.04470745883486
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-ind,2,high,ind,2,1,16295.33769,115.47616125082034
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-strong,2,high,strong,2,1,17927.1510816,91.90226277795672
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-weak,2,high,weak,2,1,16545.3839244,109.55171428285404
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-ind,2,low,ind,2,1,13673.900608900001,127.48478151661274
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-strong,2,low,strong,2,1,14433.930830300002,114.22004844915695
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-weak,2,low,weak,2,1,13770.766851600001,125.58796824906939
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-ind,3,high,ind,2,1,23329.9470729,136.9488948113727
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-strong,3,high,strong,2,1,25508.699131200003,125.10615692788704
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-weak,3,high,weak,2,1,23690.7757113,135.49999599427147
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-ind,3,low,ind,2,1,20207.6088428,154.08031674614358
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-strong,3,low,strong,2,1,21184.4221705,147.31641704409805
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-weak,3,low,weak,2,1,20330.5424471,152.89022522275798
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-ind,2,high,ind,2,1,16415.9455139,112.44588875043927
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-strong,2,high,strong,2,1,18048.8022149,90.55215039359229
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-weak,2,high,weak,2,1,16666.428279800002,107.17770403127037
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-ind,2,low,ind,2,1,13790.059985799999,123.65059225193704
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-strong,2,low,strong,2,1,14548.7790095,111.02938603946892
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-weak,2,low,weak,2,1,13886.5191928,121.61743608399367
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-ind,3,high,ind,2,1,23530.019863200003,138.8890828020209
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-strong,3,high,strong,2,1,25704.359660299997,124.23041402111612
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-weak,3,high,weak,2,1,23890.2047763,136.2896775475364
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-ind,3,low,ind,2,1,20388.2690659,156.0959854531468
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-strong,3,low,strong,2,1,21358.409335099997,148.50412545990366
"(2,1)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-weak,3,low,weak,2,1,20510.5461272,154.85014625534728
"(2,1)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-ind,2,high,ind,2,1,20.92,0.8248660742229863
"(2,1)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-strong,2,high,strong,2,1,20.92,0.8248660742229863
"(2,1)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-weak,2,high,weak,2,1,20.92,0.8248660742229863
